ci;ei;mi;mi2-5;data_type;id_sample;ab_unident;id_level_1;id_level_2;id_level_3;nematods_si;ab_omnivores;ab_predators;country_code;ab_fungivores;ab_herbivores;main_prog_name;precision_date;ab_bacterivores;additional_name;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;total_nem_biomass;ab_Total_nematodes;date_sample_collection;nematode_family_richness;nematode_genera_richness
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-274_B-NA_P-NA_Data Microfauna;;274;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-274_B-NA_P-NA;F;B;P;;295;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-275_B-NA_P-NA_Data Microfauna;;275;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-275_B-NA_P-NA;F;B;P;;305;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-276_B-NA_P-NA_Data Microfauna;;276;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-276_B-NA_P-NA;F;B;P;;145;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-277_B-NA_P-NA_Data Microfauna;;277;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-277_B-NA_P-NA;F;B;P;;20;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-278_B-NA_P-NA_Data Microfauna;;278;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-278_B-NA_P-NA;F;B;P;;405;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-279_B-NA_P-NA_Data Microfauna;;279;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-279_B-NA_P-NA;F;B;P;;95;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-280_B-NA_P-NA_Data Microfauna;;280;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-280_B-NA_P-NA;F;B;P;;365;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-281_B-NA_P-NA_Data Microfauna;;281;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-281_B-NA_P-NA;F;B;P;;45;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-282_B-NA_P-NA_Data Microfauna;;282;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-282_B-NA_P-NA;F;B;P;;10;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-283_B-NA_P-NA_Data Microfauna;;283;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-283_B-NA_P-NA;F;B;P;;45;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-284_B-NA_P-NA_Data Microfauna;;284;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-284_B-NA_P-NA;F;B;P;;90;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-285_B-NA_P-NA_Data Microfauna;;285;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-285_B-NA_P-NA;F;B;P;;55;NULL;;
;;;NULL;Data Microfauna;1977-08-01-M_GB_Ordnance survey_F-286_B-NA_P-NA_Data Microfauna;;286;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-08-01-M_GB_Ordnance survey_F-286_B-NA_P-NA;F;B;P;;40;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-287_B-NA_P-NA_Data Microfauna;;287;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-287_B-NA_P-NA;F;B;P;;60;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-288_B-NA_P-NA_Data Microfauna;;288;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-288_B-NA_P-NA;F;B;P;;895;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-289_B-NA_P-NA_Data Microfauna;;289;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-289_B-NA_P-NA;F;B;P;;75;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-290_B-NA_P-NA_Data Microfauna;;290;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-290_B-NA_P-NA;F;B;P;;860;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-291_B-NA_P-NA_Data Microfauna;;291;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-291_B-NA_P-NA;F;B;P;;445;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-292_B-NA_P-NA_Data Microfauna;;292;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-292_B-NA_P-NA;F;B;P;;640;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-293_B-NA_P-NA_Data Microfauna;;293;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-293_B-NA_P-NA;F;B;P;;710;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-294_B-NA_P-NA_Data Microfauna;;294;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-294_B-NA_P-NA;F;B;P;;510;NULL;;
;;;NULL;Data Microfauna;1977-09-01-M_GB_Ordnance survey_F-295_B-NA_P-NA_Data Microfauna;;295;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-09-01-M_GB_Ordnance survey_F-295_B-NA_P-NA;F;B;P;;355;NULL;;
;;;NULL;Data Microfauna;1977-10-01-M_GB_Ordnance survey_F-296_B-NA_P-NA_Data Microfauna;;296;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-10-01-M_GB_Ordnance survey_F-296_B-NA_P-NA;F;B;P;;410;NULL;;
;;;NULL;Data Microfauna;1977-10-01-M_GB_Ordnance survey_F-297_B-NA_P-NA_Data Microfauna;;297;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-10-01-M_GB_Ordnance survey_F-297_B-NA_P-NA;F;B;P;;1550;NULL;;
;;;NULL;Data Microfauna;1977-10-01-M_GB_Ordnance survey_F-298_B-NA_P-NA_Data Microfauna;;298;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-10-01-M_GB_Ordnance survey_F-298_B-NA_P-NA;F;B;P;;825;NULL;;
;;;NULL;Data Microfauna;1977-10-01-M_GB_Ordnance survey_F-299_B-NA_P-NA_Data Microfauna;;299;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-10-01-M_GB_Ordnance survey_F-299_B-NA_P-NA;F;B;P;;215;NULL;;
;;;NULL;Data Microfauna;1977-11-01-M_GB_Ordnance survey_F-300_B-NA_P-NA_Data Microfauna;;300;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-11-01-M_GB_Ordnance survey_F-300_B-NA_P-NA;F;B;P;;935;NULL;;
;;;NULL;Data Microfauna;1977-11-01-M_GB_Ordnance survey_F-301_B-NA_P-NA_Data Microfauna;;301;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-11-01-M_GB_Ordnance survey_F-301_B-NA_P-NA;F;B;P;;635;NULL;;
;;;NULL;Data Microfauna;1977-11-01-M_GB_Ordnance survey_F-302_B-NA_P-NA_Data Microfauna;;302;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-11-01-M_GB_Ordnance survey_F-302_B-NA_P-NA;F;B;P;;590;NULL;;
;;;NULL;Data Microfauna;1977-11-01-M_GB_Ordnance survey_F-303_B-NA_P-NA_Data Microfauna;;303;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-11-01-M_GB_Ordnance survey_F-303_B-NA_P-NA;F;B;P;;550;NULL;;
;;;NULL;Data Microfauna;1977-11-01-M_GB_Ordnance survey_F-304_B-NA_P-NA_Data Microfauna;;304;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-11-01-M_GB_Ordnance survey_F-304_B-NA_P-NA;F;B;P;;750;NULL;;
;;;NULL;Data Microfauna;1977-11-01-M_GB_Ordnance survey_F-305_B-NA_P-NA_Data Microfauna;;305;NA;NA;;;;GB;;;ordnance_survey;M;;;1977-11-01-M_GB_Ordnance survey_F-305_B-NA_P-NA;F;B;P;;240;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-306_B-NA_P-NA_Data Microfauna;;306;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-306_B-NA_P-NA;F;B;P;;690;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-307_B-NA_P-NA_Data Microfauna;;307;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-307_B-NA_P-NA;F;B;P;;705;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-308_B-NA_P-NA_Data Microfauna;;308;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-308_B-NA_P-NA;F;B;P;;210;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-309_B-NA_P-NA_Data Microfauna;;309;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-309_B-NA_P-NA;F;B;P;;10;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-310_B-NA_P-NA_Data Microfauna;;310;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-310_B-NA_P-NA;F;B;P;;320;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-311_B-NA_P-NA_Data Microfauna;;311;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-311_B-NA_P-NA;F;B;P;;360;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-312_B-NA_P-NA_Data Microfauna;;312;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-312_B-NA_P-NA;F;B;P;;490;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-313_B-NA_P-NA_Data Microfauna;;313;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-313_B-NA_P-NA;F;B;P;;825;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-314_B-NA_P-NA_Data Microfauna;;314;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-314_B-NA_P-NA;F;B;P;;310;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-315_B-NA_P-NA_Data Microfauna;;315;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-315_B-NA_P-NA;F;B;P;;915;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-316_B-NA_P-NA_Data Microfauna;;316;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-316_B-NA_P-NA;F;B;P;;140;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-317_B-NA_P-NA_Data Microfauna;;317;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-317_B-NA_P-NA;F;B;P;;935;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-318_B-NA_P-NA_Data Microfauna;;318;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-318_B-NA_P-NA;F;B;P;;735;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-319_B-NA_P-NA_Data Microfauna;;319;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-319_B-NA_P-NA;F;B;P;;1050;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-320_B-NA_P-NA_Data Microfauna;;320;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-320_B-NA_P-NA;F;B;P;;560;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-321_B-NA_P-NA_Data Microfauna;;321;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-321_B-NA_P-NA;F;B;P;;1050;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-322_B-NA_P-NA_Data Microfauna;;322;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-322_B-NA_P-NA;F;B;P;;975;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-323_B-NA_P-NA_Data Microfauna;;323;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-323_B-NA_P-NA;F;B;P;;1335;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-324_B-NA_P-NA_Data Microfauna;;324;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-324_B-NA_P-NA;F;B;P;;1470;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-325_B-NA_P-NA_Data Microfauna;;325;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-325_B-NA_P-NA;F;B;P;;255;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-326_B-NA_P-NA_Data Microfauna;;326;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-326_B-NA_P-NA;F;B;P;;1485;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-327_B-NA_P-NA_Data Microfauna;;327;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-327_B-NA_P-NA;F;B;P;;360;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-328_B-NA_P-NA_Data Microfauna;;328;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-328_B-NA_P-NA;F;B;P;;390;NULL;;
;;;NULL;Data Microfauna;1978-05-01-M_GB_Ordnance survey_F-329_B-NA_P-NA_Data Microfauna;;329;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-05-01-M_GB_Ordnance survey_F-329_B-NA_P-NA;F;B;P;;305;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-330_B-NA_P-NA_Data Microfauna;;330;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-330_B-NA_P-NA;F;B;P;;360;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-331_B-NA_P-NA_Data Microfauna;;331;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-331_B-NA_P-NA;F;B;P;;660;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-332_B-NA_P-NA_Data Microfauna;;332;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-332_B-NA_P-NA;F;B;P;;895;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-333_B-NA_P-NA_Data Microfauna;;333;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-333_B-NA_P-NA;F;B;P;;95;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-334_B-NA_P-NA_Data Microfauna;;334;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-334_B-NA_P-NA;F;B;P;;205;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-335_B-NA_P-NA_Data Microfauna;;335;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-335_B-NA_P-NA;F;B;P;;290;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-336_B-NA_P-NA_Data Microfauna;;336;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-336_B-NA_P-NA;F;B;P;;655;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-337_B-NA_P-NA_Data Microfauna;;337;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-337_B-NA_P-NA;F;B;P;;970;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-338_B-NA_P-NA_Data Microfauna;;338;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-338_B-NA_P-NA;F;B;P;;745;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-339_B-NA_P-NA_Data Microfauna;;339;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-339_B-NA_P-NA;F;B;P;;260;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-340_B-NA_P-NA_Data Microfauna;;340;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-340_B-NA_P-NA;F;B;P;;255;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-341_B-NA_P-NA_Data Microfauna;;341;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-341_B-NA_P-NA;F;B;P;;510;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-342_B-NA_P-NA_Data Microfauna;;342;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-342_B-NA_P-NA;F;B;P;;810;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-343_B-NA_P-NA_Data Microfauna;;343;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-343_B-NA_P-NA;F;B;P;;345;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-344_B-NA_P-NA_Data Microfauna;;344;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-344_B-NA_P-NA;F;B;P;;170;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-345_B-NA_P-NA_Data Microfauna;;345;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-345_B-NA_P-NA;F;B;P;;85;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-346_B-NA_P-NA_Data Microfauna;;346;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-346_B-NA_P-NA;F;B;P;;390;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-347_B-NA_P-NA_Data Microfauna;;347;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-347_B-NA_P-NA;F;B;P;;100;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-348_B-NA_P-NA_Data Microfauna;;348;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-348_B-NA_P-NA;F;B;P;;45;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-349_B-NA_P-NA_Data Microfauna;;349;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-349_B-NA_P-NA;F;B;P;;90;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-350_B-NA_P-NA_Data Microfauna;;350;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-350_B-NA_P-NA;F;B;P;;445;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-351_B-NA_P-NA_Data Microfauna;;351;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-351_B-NA_P-NA;F;B;P;;560;NULL;;
;;;NULL;Data Microfauna;1978-06-01-M_GB_Ordnance survey_F-352_B-NA_P-NA_Data Microfauna;;352;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-06-01-M_GB_Ordnance survey_F-352_B-NA_P-NA;F;B;P;;1100;NULL;;
;;;NULL;Data Microfauna;1978-07-01-M_GB_Ordnance survey_F-353_B-NA_P-NA_Data Microfauna;;353;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-07-01-M_GB_Ordnance survey_F-353_B-NA_P-NA;F;B;P;;740;NULL;;
;;;NULL;Data Microfauna;1978-07-01-M_GB_Ordnance survey_F-354_B-NA_P-NA_Data Microfauna;;354;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-07-01-M_GB_Ordnance survey_F-354_B-NA_P-NA;F;B;P;;785;NULL;;
;;;NULL;Data Microfauna;1978-07-01-M_GB_Ordnance survey_F-355_B-NA_P-NA_Data Microfauna;;355;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-07-01-M_GB_Ordnance survey_F-355_B-NA_P-NA;F;B;P;;670;NULL;;
;;;NULL;Data Microfauna;1978-07-01-M_GB_Ordnance survey_F-356_B-NA_P-NA_Data Microfauna;;356;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-07-01-M_GB_Ordnance survey_F-356_B-NA_P-NA;F;B;P;;380;NULL;;
;;;NULL;Data Microfauna;1978-07-01-M_GB_Ordnance survey_F-357_B-NA_P-NA_Data Microfauna;;357;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-07-01-M_GB_Ordnance survey_F-357_B-NA_P-NA;F;B;P;;965;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-358_B-NA_P-NA_Data Microfauna;;358;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-358_B-NA_P-NA;F;B;P;;585;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-359_B-NA_P-NA_Data Microfauna;;359;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-359_B-NA_P-NA;F;B;P;;490;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-360_B-NA_P-NA_Data Microfauna;;360;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-360_B-NA_P-NA;F;B;P;;160;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-361_B-NA_P-NA_Data Microfauna;;361;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-361_B-NA_P-NA;F;B;P;;145;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-362_B-NA_P-NA_Data Microfauna;;362;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-362_B-NA_P-NA;F;B;P;;120;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-363_B-NA_P-NA_Data Microfauna;;363;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-363_B-NA_P-NA;F;B;P;;935;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-364_B-NA_P-NA_Data Microfauna;;364;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-364_B-NA_P-NA;F;B;P;;545;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-365_B-NA_P-NA_Data Microfauna;;365;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-365_B-NA_P-NA;F;B;P;;880;NULL;;
;;;NULL;Data Microfauna;1978-11-01-M_GB_Ordnance survey_F-366_B-NA_P-NA_Data Microfauna;;366;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-11-01-M_GB_Ordnance survey_F-366_B-NA_P-NA;F;B;P;;910;NULL;;
;;;NULL;Data Microfauna;1978-11-01-M_GB_Ordnance survey_F-367_B-NA_P-NA_Data Microfauna;;367;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-11-01-M_GB_Ordnance survey_F-367_B-NA_P-NA;F;B;P;;2060;NULL;;
;;;NULL;Data Microfauna;1978-11-01-M_GB_Ordnance survey_F-368_B-NA_P-NA_Data Microfauna;;368;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-11-01-M_GB_Ordnance survey_F-368_B-NA_P-NA;F;B;P;;540;NULL;;
;;;NULL;Data Microfauna;1978-11-01-M_GB_Ordnance survey_F-369_B-NA_P-NA_Data Microfauna;;369;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-11-01-M_GB_Ordnance survey_F-369_B-NA_P-NA;F;B;P;;1560;NULL;;
;;;NULL;Data Microfauna;1978-11-01-M_GB_Ordnance survey_F-370_B-NA_P-NA_Data Microfauna;;370;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-11-01-M_GB_Ordnance survey_F-370_B-NA_P-NA;F;B;P;;685;NULL;;
;;;NULL;Data Microfauna;1978-11-01-M_GB_Ordnance survey_F-371_B-NA_P-NA_Data Microfauna;;371;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-11-01-M_GB_Ordnance survey_F-371_B-NA_P-NA;F;B;P;;1320;NULL;;
;;;NULL;Data Microfauna;1978-12-01-M_GB_Ordnance survey_F-372_B-NA_P-NA_Data Microfauna;;372;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-12-01-M_GB_Ordnance survey_F-372_B-NA_P-NA;F;B;P;;4485;NULL;;
;;;NULL;Data Microfauna;1978-10-01-M_GB_Ordnance survey_F-373_B-NA_P-NA_Data Microfauna;;373;NA;NA;;;;GB;;;ordnance_survey;M;;;1978-10-01-M_GB_Ordnance survey_F-373_B-NA_P-NA;F;B;P;;1175;NULL;;
;;;NULL;Data Microfauna;1979-05-01-M_GB_Ordnance survey_F-374_B-NA_P-NA_Data Microfauna;;374;NA;NA;;;;GB;;;ordnance_survey;M;;;1979-05-01-M_GB_Ordnance survey_F-374_B-NA_P-NA;F;B;P;;1285;NULL;;
;;;NULL;Data Microfauna;1979-05-01-M_GB_Ordnance survey_F-375_B-NA_P-NA_Data Microfauna;;375;NA;NA;;;;GB;;;ordnance_survey;M;;;1979-05-01-M_GB_Ordnance survey_F-375_B-NA_P-NA;F;B;P;;460;NULL;;
